time,value
2023-03-31,-14.936617835677291
2023-04-12,-14.631682363824625
2023-04-24,-14.779773801066893
2023-05-06,-14.197491460719583
2023-05-18,-14.776729534670052
2023-05-30,-15.918973653832506
2023-06-11,-14.219348432285308
2023-06-23,-15.255889610277793
2023-07-05,-14.258682028073792
2023-07-17,-14.370027640527718
2023-07-29,-14.215428402809234
2023-08-10,-14.250022169427483
2023-08-22,-14.342595009279071
2023-09-03,-13.582363562041628
2023-09-15,-15.453221817944309
2023-09-27,-15.199668488907305
2023-10-09,-15.114535669340512
2023-10-21,-15.589997513088584
2023-11-02,-14.5547442927109
2023-11-14,-15.952338114137422
2023-11-26,-14.691924242644781
2023-12-08,-16.49002427968426
2023-12-20,-14.840252954335963
2024-01-01,-14.789558868348895
2024-01-13,-15.717751891671092
2024-01-25,-14.147914821202079
2024-02-06,-15.186737253308173
2024-02-18,-14.982162064482033
2024-03-01,-14.524653651652939
2024-03-13,-15.852460135919975
2024-03-25,-14.961951187618578
2024-04-06,-15.760860059284525
2024-04-18,-14.271452713489692
2024-04-30,-15.252255533749285
2024-05-12,-14.533277445211535
2024-05-24,-14.11910740708925
2024-06-05,-14.477956304895962
2024-06-17,-15.0047040233123
2024-06-29,-14.51898066605974
2024-07-11,-15.185959414236423
2024-07-23,-14.188334243505828
2024-08-04,-14.915009567838514
2024-08-16,-15.580704301687337
2024-08-28,-15.45570365203062
2024-09-09,-14.294889822390894
2024-09-21,-15.340401018539982
2024-10-03,-15.016281184639993
2024-10-27,-14.811406124179092
2024-11-08,-14.029402553815402
2024-11-20,-15.022343107086773
2024-12-02,-15.318056188878373
2024-12-14,-16.132293934002274
2024-12-26,-14.451279586615955
2025-01-07,-14.43692259872423
2025-01-19,-14.604387532215872
2025-01-31,-16.03911179676083
2025-02-12,-14.101138804327121
2025-02-24,-15.39367041743587
2025-03-08,-14.41850514350308
2025-03-20,-14.989663057873006
2025-04-01,-14.644982070238573
2025-04-25,-15.745794249184925
2025-05-07,-15.114153276053848
2025-05-19,-14.133487228694058
2025-05-31,-14.365776522129003
2025-06-12,-13.995215341254532
